NomeDocente	ID_LATTES_MERGED	Vinculo	UnidadeExercicio	OrgaoExercicio	Curso	Habilitacao	Turno	Modalidade	ProgramaPG	DESC_NIVEL
TARCISIO ABREU SAURIM	5962864088565037	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO (PROFISSIONAL)	Profissional
ALEJANDRO GERMAN FRANK	8495226692192773	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
ANA MARGARITA LARRANAGA URIARTE	9215723742322836	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
CARLA SCHWENGBER TEN CATEN	2048340677678671	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
CARLOS PEREZ BERGMANN	0602934516253730	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
CHRISTINE TESSELE NODARI	5072553038645672	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
FERNANDO GONCALVES AMARAL	0373269482136987	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
FLAVIO SANSON FOGLIATTO	9450876365827439	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
FRANCISCO JOSE KLIEMANN NETO	7087160193479835	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
HELENA BEATRIZ BETTELLA CYBI	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
HELENA BEATRIZ BETTELLA CYBIS	2145228509447157	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
ISTEFANI CARISIO DE PAULA	5517312400442367	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
JOSE LUIS DUARTE RIBEIRO	9343854177039951	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
MARCELO NOGUEIRA CORTIMIGLIA	3738754607800422	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
MARCIA ELISA SOARES ECHEVESTE	7640382557659100	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
MARCIO DE ALMEIDA D AGOSTO	8875361042998659	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
MICHEL JOSE ANZANELLO	1442630848899574	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
TARCISIO ABREU SAURIM	5962864088565037	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA DE PRODUÇÃO	Acadêmico
ALEXANDRE BALBINOT	6996687730224144	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ALEXANDRE SANFELICI BAZANELLA	7869808921788205	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ALTAMIRO AMADEU SUSIN	6766389440522985	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ALVARO AUGUSTO ALMEIDA DE SALLES	7055911555720833	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ALY FERREIRA FLORES FILHO	7052451135844502	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ARTURO SUMAN BRETAS	1115674574513907	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
AURELIO TERGOLINA SALTON	7181063742089743	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
CARLOS EDUARDO PEREIRA	7437115504621985	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
DANIEL DA SILVA GAZZANA	0578947103267243	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
DIEGO ECKHARD	7260880417525391	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
EDISON PIGNATON DE FREITAS	2154028088891512	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
GILSON INACIO WIRTH	1745194055679908	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
IVAN MULLER	1522479715721496	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
JACOB SCHARCANSKI	1879817973802031	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
JEFERSON VIEIRA FLORES	5824351065622582	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
JOAO MANOEL GOMES DA SILVA JUNIOR	2208298461229427	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
LUCÍOLA CAMPESTRINI	3250920179725303	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
LUIS ALBERTO PEREIRA	6856157130437305	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
LUIS FERNANDO ALVES PEREIRA	9579859673529534	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
MARIANA RESENER	7516272823216684	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
PAULO ROBERTO ECKERT	2872101617307360	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ROBERTO CHOUHY LEBORGNE	3938003534716565	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
SÉRGIO LUÍS HAFFNER	4153337608992291	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
VALNER JOAO BRUSAMARELLO	0048768285060606	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA ELÉTRICA	Acadêmico
ADRIANE PRISCO PETRY	5893392501816783	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ANDRE JOAO DE SOUZA	5663966281821599	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ANDRES ARMANDO MENDIBURU ZEVALLOS	6176587655748869	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ARMANDO MIGUEL AWRUCH	7289200323639282	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ARNALDO RUBEN GONZALEZ	3017706876847701	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ARNO KRENZINGER	3993371403885030	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
CINTIA CRISTIANE PETRY MAZZA	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
CINTIA CRISTIANE PETRY MAZZAFERRO	2884411707422053	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
CYNTHIA FEIJO SEGATTO	5329289392481537	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
DANIEL MILBRATH DE LEON	4756426489004948	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
EDUARDO ANDRE PERONDI	9162522437144079	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
FELIPE ROMAN CENTENO	9451236545064358	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
FERNANDO MARCELO PEREIRA	0736051327712068	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
FLAVIO JOSE LORINI	2156456740855776	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
FRANCIS HENRIQUE RAMOS FRANCA	0130170792157449	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
GUILHERME HENRIQUE FIOROT	3265399567357587	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
HERBERT MARTINS GOMES	9590878975154230	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
IGNACIO ITURRIOZ	2887483998607584	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
JAKSON MANFREDINI VASSOLER	4585428395415027	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
JOSE ANTONIO ESMERIO MAZZAFERRO	3793292178532740	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
LETICIA FLECK FADEL MIGUEL	3440258752440406	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
LETICIA JENISCH RODRIGUES	0586539859091143	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
LILIANE BASSO BARICHELLO	9653562335342426	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
LUIZ ALBERTO OLIVEIRA ROCHA	2535324018884724	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
MARCO TULLIO MENNA BARRETO DE VILHENA	9362686215096702	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
MARIO EDUARDO SANTOS MARTINS	4000658451843066	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
NEY FRANCISCO FERREIRA	5161051551738947	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
PATRIC DANIEL NEIS	1523550893371297	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
PAULO SMITH SCHNEIDER	5381018862828370	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
PEDRO BARBOSA MELLO	2188183903167580	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
RAFAEL ANTONIO COMPARSI LARANJA	1754634609573606	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
RODRIGO ROSSI	3845348361456743	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ROGERIO JOSE MARCZAK	5773989861369461	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
SANDRO CAMPOS AMICO	1395635597581964	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
SERGIO LUIZ FREY	6367236573479606	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
SERGIO VICOSA MOLLER	0717712408603945	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
VOLNEI BORGES	3964508485095516	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
WALTER JESUS PAUCAR CASAS	8361101737602216	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA MECÂNICA	Acadêmico
ALVARO LUIZ DE BORTOLI	8466423633226889	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
ANDRE RODRIGUES MUNIZ	2593649837722014	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
CELSO CAMILO MORO	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
ISABEL CRISTINA TESSARO	1913397914840672	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
JOAO HENRIQUE ZIMNOCH DOS SANTOS	9008904518804851	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
JORGE OTAVIO TRIERWEILER	5718970374865864	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
LIGIA DAMASCENO FERREIRA MARCZAK	6076041032476178	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
LILIANA AMARAL FERIS	5680941524872085	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
LILIANE DAMARIS POLLO	5496617713425693	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
LUCIANE FERREIRA TRIERWEILER	9245578999053993	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
MARCELO FARENZENA	5588091014009231	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
MARCIO SCHWAAB	7572439258027513	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
MARCO ANTONIO ZACHIA AYUB	8824980885829386	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
MARILIZ GUTTERRES SOARES	1969145165873166	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
MARLA AZARIO LANSARIN	7939019936738903	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
NILO SERGIO MEDEIROS CARDOZO	2815042545405597	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
NILSON ROMEU MARCILIO	5974664273830910	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
OSCAR WILLIAM PEREZ LOPEZ	6593791618258903	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
PAULA BETTIO STAUDT	0938573278915696	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
RAFAEL DE PELEGRINI SOARES	0116792663386170	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENGENHARIA QUÍMICA	Acadêmico
ALAN ALVES BRITO	2662775834462406	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
ALEXANDRE LUIS JUNGES	0623885875944483	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
ALEXSANDRO PEREIRA DE PEREIR	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
ALEXSANDRO PEREIRA DE PEREIRA	3778898443724219	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
CLAUDIO JOSE DE HOLANDA CAVALCANTI	4236401877669870	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
DIONI PAULO PASTORIO	7823646075456872	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
ELIANE ANGELA VEIT	5520034943927197	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
FERNANDA OSTERMANN	7007713327410057	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
FERNANDO LANG DA SILVEIRA	7878405779052939	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
FLAVIA REZENDE VALLE DOS SANTOS	3286098272358218	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
IVES SOLANO ARAUJO	2203603628928870	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
LEONARDO ALBUQUERQUE HEIDEMANN	4004455597671449	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
MATHEUS MONTEIRO NASCIMENTO	9156636264886572	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
NATHAN WILLIG LIMA	9218293771652459	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
NEUSA TERESINHA MASSONI	1724327528395938	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
TOBIAS ESPINOSA DE OLIVEIRA	3367650565511331	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA	Acadêmico
CILAINE VERONICA TEIXEIRA	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE FÍSICA (PROFISSIONAL)	Profissional
ALVINO ALVES SANT ANA	5962460505956770	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
ANDREIA DALCIN	3679337032190887	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
CLAUDIA GLAVAM DUARTE	9441432616334471	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
CYDARA CAVEDON RIPOLL	6029305990553152	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
DAGOBERTO ADRIANO RIZZOTTO J	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
DEBORA DA SILVA SOARES	7582076396049990	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
ELISABETE ZARDO BURIGO	0813705231998657	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
JOAO FELIZ DUARTE DE MORAES	6069403364807882	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
LEANDRA ANVERSA FIOREZE	9910618131721810	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
LISETE REGINA BAMPI	3975085461220996	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
LUCIANA NEVES NUNES	9080647872472086	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
LUISA RODRIGUEZ DOERING	6472199305373041	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
MARCIA RODRIGUES NOTARE MENEGHETTI	9321196983141007	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
MARCUS VINICIUS DE AZEVEDO BASSO	5478310789654878	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
MARIA CECILIA BUENO FISCHER	0873759229290119	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
MARILAINE DE FRAGA SANT ANA	9414613260523855	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
MAURICIO ROSA	0170862557823567	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
RODRIGO DALLA VECCHIA	3543447716539874	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
RODRIGO SYCHOCKI DA SILVA	3454823175359548	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
VANDOIR STORMOWSKI	5352773817920506	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA (PROFISSIONAL)	Profissional
ALVINO ALVES SANT ANA	5962460505956770	Colaborador	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA	Acadêmico
ANDREIA DALCIN	3679337032190887	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA	Acadêmico
CLAUDIA GLAVAM DUARTE	9441432616334471	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA	Acadêmico
CYDARA CAVEDON RIPOLL	6029305990553152	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA	Acadêmico
DEBORA DA SILVA SOARES	7582076396049990	Permanente	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	Não preenchido	ENSINO DE MATEMÁTICA	Acadêmico
